Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Tohyama H., Matsubara S., Kawaguchi N., Inagaki Y.",Construction and utilization of bilingual speech corpus for simultaneous machine interpretation research,2005,9th European Conference on Speech Communication and Technology,,,,1585,1588,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745219652&partnerID=40&md5=d3439489428d014184c1b133bce10598,"University of Western Ontario, London, Ont., Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koskinen E., Veitonen U., Laaksonen T., Väänänen O.",New generation wireless technologies impact on educational environments case: Utilizing finnish sign language in interpreter training,2005,"Proceedings - IEEE International Workshop on Wireless and Mobile Technologies in Education, WMTE 2005",2005,,1579264,200,202,,1,10.1109/WMTE.2005.48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846947588&doi=10.1109%2fWMTE.2005.48&partnerID=40&md5=fea756beb9fa3520df285dbf1864e9ac,"University of South Africa, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kochukhov O.,Toward 3-D pulsation maps of roAp stars,2005,EAS Publications Series,17,,,103,112,,,10.1051/eas:2005104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646034083&doi=10.1051%2feas%3a2005104&partnerID=40&md5=0d16a7e81e9dc1462203b033bdace643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chaveiro N., Barbosa M.A.",Assistance to the deaf in the health area as a factor of social inclusion [Assistência ao surdo na area de saúde como fator de inclusão social.],2005,Revista da Escola de Enfermagem da U S P.,39,4,,417,422,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646171191&partnerID=40&md5=0ead8d2c556b027c58ad7a577fc8e9dc,"School of Languages, North-West University, Private Bag X6001, Potchefstroom 2520, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menglong F., Yang S., Yang Y.",Stories to caution the world,2005,Stories to Caution the World,2,,,1,771,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906605542&partnerID=40&md5=71e36b20d02702d452cb9c57a8a9225f,"University of Toronto, Canada",,,,"Office of English Language and Writing Support, School of Graduate Studies, University of Toronto, 63 St. George Street, Toronto, ON, M5S 2Z9, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Berndl M., Vitale B., Zaleski M., Brown A.D.",Context threading: A flexible and efficient dispatch technique for virtual machine interpreters,2005,"Proceedings of the 2005 International Symposium on Code Generation and Optimization, CGO 2005",2005,,1402073,15,26,,21,10.1109/CGO.2005.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646850033&doi=10.1109%2fCGO.2005.14&partnerID=40&md5=d24e82b7f7230674e2285772b8048d85,"University of Memphis, Department of Anthropology, Memphis, TN, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koike H., Akama K., Mabuchi H.",A programming language interpreter system based on equivalent transformation,2005,INES'05: IEEE 9th International Conference on Intelligent Engineering Systems - Proceedings,2005,,1555174,283,288,,6,10.1109/INES.2005.1555174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845490404&doi=10.1109%2fINES.2005.1555174&partnerID=40&md5=ac667d387970c48028ea5b9f49b643bf,"Dept. Hlth. Studs. and Gerontology, Faculty of Applied Health Sciences, University of Waterloo, Ont., Canada",,,,"Department of Sociology, Wilfrid Laurier University, Waterloo, Ont., Canada",,"Dept. Hlth. Studs. and Gerontology, Faculty of Applied Health Sciences, University of Waterloo, Waterloo, Ont. N2L 3G1, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gomez F., Segami C.",Applying a semantic interpreter to a knowledge extraction task,2005,"Proceedings of the 2nd International Workshop on Natural Language Understanding and Cognitive Science, NLUCS 2005, in Conjunction with ICEIS 2005",,,,100,109,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651343676&partnerID=40&md5=1a3e4503eedfe7e1b1867fc822352a39,"University College London, United Kingdom",,,,"World Psychiatric Association, Transcultural Psychiatry Section",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ubayashi N., Moriyama G., Masuhara H., Tamai T.",A parameterized interpreter for modeling different AOP mechanisms,2005,"20th IEEE/ACM International Conference on Automated Software Engineering, ASE 2005",,,,194,203,,7,10.1145/1101908.1101938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247150727&doi=10.1145%2f1101908.1101938&partnerID=40&md5=9abf6214a7ce3e32ce087d8a53a1917f,"School of Psychology, University of East London, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu Q.,Bracket teaching program: A shape grammar interpreter,2005,Automation in Construction,14,6,,716,723,,,10.1016/j.autcon.2004.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444588664&doi=10.1016%2fj.autcon.2004.12.006&partnerID=40&md5=4b79147d1b0c11dc04b950fe7974caaa,"Rivendell Adoslescent Unit, Thomas Walker Hospital (Rivendell), Hospital Road, Sydney, NSW 2138, Australia",,,,"Auslan Interpreting Program, Department of Linguistics, Macquarie University, Sydney, NSW, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ackland M.,Only 'a well-schooled interpreter': Hemy Handel Richardson's final year at the leipzig conservatorium and its authorial recasting,2005,Australian Literary Studies,22,1,,51,60,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449842240&partnerID=40&md5=cdea6681032e2a6d396353c8418ceca2,"Desert Medicine Research Centre, Indian Council of Medical Research, New Pali Road, Jodhpur, India",,,,"Desert Medicine Research Centre, ICMR, New Pali Road, Jodhpur-342 005, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trainor M.,"Intertextuality, the hermeneutics of ""other,"" and mark 16:6-7: A new but not new challenge for biblical interpreters",2005,Biblical Theology Bulletin,35,4,,144,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249370875&partnerID=40&md5=5700deba61ae620e90dda344144add4c,"Institute for Health Policy, Massachusetts General Hospital, Harvard Medical School, Boston, MA, United States",,,,"Division of General Medicine and Primary Care, Center for Health Policy Research, University of California Irvine College of Medicine, Irvine, CA, United States",,"Division of General Medicine and Primary Care, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, United States",,"Division of Population Sciences, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, United States",,"Institute for Health Policy, Massachusetts General Hospital, 50 Staniford Street, Boston, MA 02114, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,
Resnik B.,Status of training of translators and interpreters in Germany [Stand der ausbildung von übersetzern und dolmetschern in Deutschland],2005,Informatologia,38,1/2/17,,118,127+VII,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750405106&partnerID=40&md5=2936fbb2ac72f7ae2075ae7db642beb4,"Division of Cardiology, LSU School of Medicine, New Orleans, LA, United States",,,,"Departments of Physiology and Pharmacology, LSU Health Sciences Center, New Orleans, LA, United States",,"Heart Clinic of Louisiana, Marrero, LA, United States",,"Heart Clinic of Louisiana, 1111 Medical Center Blvd, Marrero, LA 70072, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simoska S.,Every beginning is difficult: Training opportunities for translators and interpreters in line with the example from translation and interpreting Department in Skopje [Aller anfang ist schwer: Ausbildungsmöglichkeiten für übersetzer und dolmetscher in mazedonien am beispiel des lehrstuhls für übersetzen und Dolmetschen in Skopje],2005,Informatologia,38,1/2/17,,113,117+VII,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750415101&partnerID=40&md5=c2540801e6b71881f1df301737d952b5,"Division of Pulmonary and Critical Care, Department of Medicine, School of Medicine University of Washington, Seattle, WA, United States",,,,"School of Medicine, University of Washington, Seattle, WA, United States",,"Department of Medicine, School of Medicine, University of Washington, Seattle, WA, United States",,"Division of Pulmonary and Critical Care, Harborview Medical Center, University of Washington, Seattle, WA 98104, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rault D.,Interpreting a pulmonary radiography (1) [Interpréter une radiographie pulmonaire (I)],2005,Pratique Vet,,22,,25,26,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30844461923&partnerID=40&md5=0a06892e72eb016c7c839f39bb4f3837,"Center for Culture and Health, Department of Psychiatry and Bio-Behavioral Sciences, University of California, Los Angeles, CA, United States",,,,"Center for Culture and Health, Department of Psychiatry and Bio-Behavioral Sciences, University of California, Los Angeles, 760 Westwood Plaza, Los Angeles, CA 90024-1759, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rempel R.S., Hobson K.A., Holborn G., Van Wilgenburg S.L., Elliott J.",Bioacoustic monitoring of forest songbirds: Interpreter variability and effects of configuration and digital processing methods in the laboratory,2005,Journal of Field Ornithology,76,1,,1,11,,36,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13244278164&partnerID=40&md5=47e6ecbe51d3da2761552f598886313b,"Department of Clinical Sciences, Lund University, Malmö University Hospital, Entrance 59, SE-205 02 Malmö, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roden R.,"The evolution of the interpreter's toolkit - Past, present, and future",2005,"Leading Edge (Tulsa, OK)",24,SUPPL. 1,,S72,S78,,,10.1190/1.2112393,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749642843&doi=10.1190%2f1.2112393&partnerID=40&md5=200b5d354a47bc03564f797a5e80d655,"School of Physiotherapy, University of Sydney, PO Box 170, Lidcombe, NSW 2141, Australia",,,,"Faculty of Education and Social Work, University of Sydney, PO Box 170, Lidcombe, NSW 2141, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oittinen V.,Evald Il'enkov as an interpreter of Spinoza,2005,Studies in East European Thought,57,3,,319,338,,2,10.1007/s11212-005-1408-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844550260&doi=10.1007%2fs11212-005-1408-0&partnerID=40&md5=b71d0c61bb1290752dfb3ffb4c83514d,"Department of Behavioral Sciences and Community Health, University of Connecticut Health Center, 236 Farmington Ave., Farmington, CT 06030, United States",,,,"Yale University School of Nursing, New Haven, CT, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Srivastava A.K., Singh V., Vijayakumar V., Singh B., Gupta S.K.",Interpreter's corner - Identification and delineation of subtle stratigraphic prospects by advanced interpretation tools: A case study,2005,"Leading Edge (Tulsa, OK)",24,8,,792,798,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23344438364&partnerID=40&md5=455015aedad41675dc4607e266728f67,"Graduate School of Social Work, Boston College, Chestnut Hill, MA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Meir N., Lebbe L.",Parameter identification for axi-symmetric density-dependent groundwater flow based on drawdown and concentration data,2005,Journal of Hydrology,309,1/4/17,,167,177,,8,10.1016/j.jhydrol.2004.11.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344375962&doi=10.1016%2fj.jhydrol.2004.11.019&partnerID=40&md5=51e01e9a75a86d32081c2a68f59c7a93,"Department of Primary Health Care, Göteborg University, Göteborg, Sweden",,,,"Department of Social Science, Karlstad University, Sweden",,"Faculty of Health and Caring Science, Göteborg University, Göteborg, Sweden",,"Department of Primary Health Care, Sahlgrenska Academy, Göteborg University, SE-405 30 Göteborg, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pere L., Koniorczyk M.",A universal fast graphical user interface building tool for arbitrary interpreters,2005,Journal of Visual Languages and Computing,16,3,,231,244,,,10.1016/j.jvlc.2004.09.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17844388594&doi=10.1016%2fj.jvlc.2004.09.002&partnerID=40&md5=54eb5037fc710fa508712626931c696d,"Praticien Hospitalier, Service Hospitalo-Universitaire de Psychologie Médicale et de Psychiatrie du Professeur-Loas, CHU, 80054 Amiens, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinucci A.,A geotechnical specialty contractor's recovery thru differing site conditions,2005,Geotechnical Special Publication,,130-142,,1955,1967,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044380851&partnerID=40&md5=3e7c134b887462e693586faeca9d978a,"Robert-Sauvé Occupational Health and Safety Research Institute, 505 Boul. De Maisonneuve Ouest, Montreal, Que. H3A 3C2, Canada",,,,"École Polytechnique de Montréal, Département de Mathématique et Génie Industriel, 2500 Chemin de Poly, Montréal, Que. H3C 3A7, Canada",,"PREVICAP Occupational Rehabilitation Centre, 1111 St-Charles St.W., Longueuil, Que. J4K 5G4, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Höistad M., Samskog J., Jacobsen K.X., Olsson A., Hansson H.-A., Brodin E., Fuxe K.",Detection of ?-endorphin in the cerebrospinal fluid after intrastriatal microinjection into the rat brain,2005,Brain Research,1041,2,,167,180,,28,10.1016/j.brainres.2005.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044398911&doi=10.1016%2fj.brainres.2005.02.014&partnerID=40&md5=64fc98ab624b386073177664f44b0c88,"Department of Orthopaedics and Rehabilitation, Vanderbilt University Medical School, Nashville, TN 37232-8774, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rault D.,Interpreting a bone radiography [Interpréter une radiographie osseuse],2005,Pratique Vet,,15,,13,14,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18144398910&partnerID=40&md5=1b91449509a41c253416a6ecc27b6536,"Department of Health Sciences, University of Leicester, 22-28 Princess Road West, Leicester, LE1 6TP, United Kingdom",,,,"Department of Public Health, Dugald Baird Centre for Research on Women's Health, University of Aberdeen, AB25 2ZD, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roden R.,Denver 2004: An interpreter's overview of the SEG technical program,2005,"Leading Edge (Tulsa, OK)",24,2,,168,175,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13944258084&partnerID=40&md5=a6d4323a72026b799be08db870842ae9,"Département de Médecine Communautaire, Hôpitaux Universitaires de Genève, Ru Micheli-du-Crest 24, 1211 Genève 14, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[No author name available],CMs and interpreters start DP at admission.,2005,Hospital case management : the monthly update on hospital-based care planning and critical paths,13,4,,53,54,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17544382232&partnerID=40&md5=ab22df8b2946f794d3f5dcabd6177716,"Dept. of Gastroenterol. and Hepatol., Ctr. Swallowing Esophageal Disord., Cleveland Clinic Foundation, Cleveland, OH, United States",,,,"Dept. of Gastroenterol. and Hepatol., Ctr. Swallowing Esophageal Disord., Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland, OH 44195, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[No author name available],"Staff, patients prefer ED-based interpreters.",2005,ED management : the monthly update on emergency department management,17,8,,93,95,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24644509277&partnerID=40&md5=d5c629560d129213bc565b751db2379b,"Department of Radiology, Virginia Cmw. Univ. Medical Center, P.O. Box 980615, Richmond, VA 23298-0615, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singy P., Guex P.",The interpreter's role with immigrant patients: Contrasted points of view,2005,Communication and Medicine,2,1,,45,51,,13,10.1515/come.2005.2.1.45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27344433144&doi=10.1515%2fcome.2005.2.1.45&partnerID=40&md5=e6c28e9b21587b920eb5093cc9c41708,"Departamento de Biologia, CCNE, Universidade Federal de Santa Maria, Santa Maria-RS, Brazil",,,,"UFSM, Faixa de Camobi Km 9, CEP 97105 900, Santa Maria - RS, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baresi L., Pezzé M.",Formal interpreters for diagram notations,2005,ACM Transactions on Software Engineering and Methodology,14,1,,42,84,,18,10.1145/1044834.1044836,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13844272384&doi=10.1145%2f1044834.1044836&partnerID=40&md5=1f124d4f9c39fe6a4dc04ac4e9107096,"Office of Healthy Carolinians/Health Education, Division of Public Health, 1916 Mail Service Center, North Carolina Department of Health and Human Services, Raleigh, NC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portman R.M.,A matter of interpretation 2: HIPAA and Title VI rules for interpreters and translators.,2005,The Journal of the Oklahoma State Medical Association,98,12,,616,622,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644855374&partnerID=40&md5=0c357a319ebefb70719d947145635e90,"Office of Healthy Carolinians/Health Education, Division of Public Health, North Carolina Department of Health and Human Services, 1916 Mail Service Center, Raleigh, NC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seal B.C.,Psychological testing of sign language interpreters.,2004,Journal of deaf studies and deaf education,9,1,,39,52,,15,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-11144260071&partnerID=40&md5=211032fb4e2537f6033746b76f4bb257,"San Francisco State University, San Francisco, CA, United States",,,,"Department of Psychology, San Francisco State University, San Francisco, CA, United States",,"Department of Psychology, San Francisco State University, 1600 Holloway Avenue, San Francisco, CA 94132, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liu M., Schallert D.L., Carroll P.J.",Working memory and expertise in simultaneous interpreting,2004,Interpreting,6,1,,19,42,,39,10.1075/intp.6.1.04liu,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39549120044&doi=10.1075%2fintp.6.1.04liu&partnerID=40&md5=11a8e30b4640e90e82943bc884aa8d7d,"Department of Economics, Michigan State University, East Lansing, MI, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiola M.A.,Benefits and disadvantages of community interpretation [Le « gain et le dommage » de l'interprétation en milieu social],2004,"TTR: Traduction, Terminologie et Redaction",17,2,,115,130,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249200835&partnerID=40&md5=16a0405a7e98e7069575a20e28b18409,"University of Rome La Sapienza, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan C.,European masters project group: Teaching simultaneous interpretation into a B language. Preliminary findings,2004,Interpreting,6,2,,205,216,,8,10.1075/intp.6.2.06don,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248734048&doi=10.1075%2fintp.6.2.06don&partnerID=40&md5=e348df6fd19dadc64e1a41b4a85da203,"Faculté de Théologie Catholique, Strasbourg, France",48.5848313,7.7622435,,"Quai Finkmatt, 1, F-67000 Strasbourg, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5848313,7.7622435
Lambert S.,"Shared attention during sight translation, sight interpretation and simultaneous interpretation",2004,Meta,49,2,,294,306,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249177793&partnerID=40&md5=6c028bf567efa88dba6461a651b1ba6b,"Graduate School of Information Science, Nagoya University, Japan",35.153491,136.967573,,"Information Technology Center, Nagoya University, Japan",,"Faculty of Information Science and Technology, Aichi Prefectural University, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.153491,136.967573
Keiser W.,Conference interpretation as a profession and the precursors of the International Association of Conference Interpreters (AICC) 1918-1953 [L'interprétation de conférence en tant que profession et les précurseurs de l'Association Internationale des Interprètes de Conférence (AIIC) 1918-1953],2004,Meta,49,3,,576,608,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249182078&partnerID=40&md5=0edb8a343f137e153cf99acbd5eb0be0,"Diaconia Polytechnic, Turku, Finland",ZERO_RESULTS,ZERO_RESULTS,,"Turku Polytechnic, Turku, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Van Besien F., Meuleman C.",Dealing with speakers' errors and speakers' repairs in simultaneous interpretation: A corpus-based study,2004,Translator,10,1,,59,81,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249138300&partnerID=40&md5=9e7b9a3ba64d8d898ee6b148947ef352,"Department of Astronomy and Space Physics, Uppsala University, Box 515, 751 20 Uppsala, Sweden",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Bahadir S.,Moving in-between: The interpreter as ethnographer and the interpreting-researcher as anthropologist,2004,Meta,49,4,,805,821,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249426652&partnerID=40&md5=be012f3638774cdcdfa4f5b53ac3013e,"Conselho Federal de Fonoaudiologia, Fonoaudióloga do Centro Estadual de Apoio ao Deficiente do Estado de Goiás (CEAD), Intérprete da Lingua Brasileira de Sinais (LIBRAS).",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Dam H.V.,Interpreters' notes: On the choice of language,2004,Interpreting,6,1,,3,17,,5,10.1075/intp.6.1.03dam,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950068737&doi=10.1075%2fintp.6.1.03dam&partnerID=40&md5=3a92ef7eac2277834b17c98d6e6a80a3,"Bates Collage, Lewiston, ME, United States",44.1057216,-70.2021865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1057216,-70.2021865
"Russo M., Salvador P.",Aptitude to interpreting: Preliminary results of a testing methodology based on paraphrase,2004,Meta,49,2,,409,432,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249437015&partnerID=40&md5=f0efb87992027ec7c233d3c17f0cd2f0,"University of Toronto, Systems Research Lab., Canada",43.663536,-79.3987299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.663536,-79.3987299
Clifford A.,Is fidelity ethical? The social role of the healthcare interpreter,2004,"TTR: Traduction, Terminologie et Redaction",17,2,,89,114,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249203119&partnerID=40&md5=1102c6d64e5c42cd5dd2230537363963,"Faculty of Social Information, Sapporo Gakuin University, 11-banchi Bunkyoudai Ebetsu, Hokkaido 069-8555, Japan",ZERO_RESULTS,ZERO_RESULTS,,"Information Initiative Center, Hokkaido University, Kita 11, Nishi 5, Kita-ku Sappro 060-0811, Japan",,"Faculty of Software and Information Science, Iwate Prefecural University, 152-52 Sugo Takizawa, Iwate 020-0173, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Piché V.,"Immigration, globalization and cultural diversity: New challenges for the 21st century",2004,"Labour, Capital and Society",37,1/2/17,,210,233,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744556527&partnerID=40&md5=eac3ca7caf8453ae56cee2def0012477,"Dept. of Computer Science, School of EECS, University of Central Florida, Orlando, FL 32816, United States",28.6024274,-81.2000599,,"Dept. of Mathematics, Computer Science Barry University, Miami Shores, FL 33161, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6024274,-81.2000599
Resnik D.B.,Disclosing conflicts of interest to research subjects: An ethical and legal analysis,2004,Accountability in Research,11,2,,141,159,,15,10.1080/03050620490512322,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15844407526&doi=10.1080%2f03050620490512322&partnerID=40&md5=c2a151cc09ab84d863560a3906b69cb3,"Department of Artificial Intelligence, Kyushu Institute of Technology, Fukuoka, Japan",33.8941523,130.8392259,,"Graduate School of Arts and Sciences, University of Tokyo, Tokyo, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8941523,130.8392259
Miller K.R.,Linguistic diversity in a deaf prison population: implications for due process.,2004,Journal of deaf studies and deaf education,9,1,,112,119,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16644387763&partnerID=40&md5=aa7a67ecc7136ff87f4d1a4c0691874f,"Elkus/Manfredi Architects Ltd., United States",42.3442774,-71.0289819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3442774,-71.0289819
"Alexander K., Alexander K.",Vouchers and the privatization of American education: Justifying racial resegregation from Brown to Zelman,2004,University of Illinois Law Review,2004,5,,1131,1153,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17544369665&partnerID=40&md5=6fab8cfb5d07930cf24d6e432df46bfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Storey B.C., Jamieson J.R.",Sign language vocabulary development practices and internet use among educational interpreters.,2004,Journal of deaf studies and deaf education,9,1,,53,67,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16644386881&partnerID=40&md5=891893ae4f6d0767130d8baa1d057bc8,"School of Theology, Flinders University, Adelaide College of Divinity, 34 Lipsett Terrace, Brookldyn I Park, 5032, SA, Australia",-34.9301465,138.5485308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.9301465,138.5485308
West H.G.,"Inverting the camel's hump: Jorge Dias, his wife, their interpreter, and I",2004,Significant Others: Interpersonal and Professional Commitments in Anthropology,,,,51,90,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900253433&partnerID=40&md5=d5f9db0629f8ea458a93ed22534610df,"Philosophische Fakultät, Humboldt-Universität zu Berlin, Berlin, Germany",52.517883,13.3936551,,"Faculty of Philosophy, Humboldt University Berlin, Berlin, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.517883,13.3936551
"Chiaro D., Nocella G.",Interpreters' perception of linguistic and non-linguistic factors affecting quality: A survey through the world wide web,2004,Meta,49,2,,278,293,,19,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60950449364&partnerID=40&md5=3188f20a00dfb260ee174623427f1b5c,"Philologische Fakultät Bla_e Koneski, Universität Skopje, Skopje, Macedonia",ZERO_RESULTS,ZERO_RESULTS,,"Faculty of Philology Bla_e Koneski, University of Skopje, Skopje, Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Metzger M., Fleetwood E., Collins S.D.",Discourse genre and linguistic mode: Interpreter influences in visual and tactile interpreted interaction,2004,Sign Language Studies,4,2,,118,137+216,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248703190&partnerID=40&md5=22fe5f4ff3bd393f458e5d3e7f45531a,"Imagerie Médicale Vétérinaire, 10-12 rue Robert-Flers, 75015 Paris, France",48.8541807,2.2919973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8541807,2.2919973
