Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
Angelelli C.V.,Assessing medical interpreters: The language and interpreting testing project,2007,Translator,13,1,,63,82,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249156921&partnerID=40&md5=869dc7ce5504ec2d7ec078e2991beeba,"School of Nursing, Midwifery and Physiotherapy, University of Nottingham, Nottingham.",52.938636,-1.1951582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chang C.-C., Schauert D.L.",The impact of directionality on Chinese/English simultaneous interpreting,2007,Interpreting,9,2,,137,176,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249144445&partnerID=40&md5=99837799db39961cffae007a94041a95,"Max-Planck-Institut fÅ¸r Chemie, Mainz, Germany",49.9909791,8.2289998,,"Atmospheric and Oceanic Sciences Program, Princeton University, Princeton, NJ, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerhards J., SchÅ fer M.S.",Hegemony of supporters. Comparing mass media debates on human genome research in Germany and the US [Hegemonie der BefÅ¸rworter. Der Mediale Diskurs Å¸ber Humangenomforschung in Deutschland und den USA im Vergleich],2007,Soziale Welt,58,4,,367,395+475,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41249086703&partnerID=40&md5=be15b4d1d9ae509b7fd42c1953eb78ca,"Institute of Educational Technology, The Open University, Milton Keynes, United Kingdom",52.0250914,-0.7104769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee J.,Telephone interpreting - Seen from the interpreters' perspective,2007,Interpreting,9,2,,231,252,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249157633&partnerID=40&md5=c60e083d3618c519cd162d25531bf4d0,"Chester Carlson Center for Imaging Science, Rochester Institute of Technology, Rochester, NY, United States",43.0858281,-77.6776777,,"Center for Education Research Partnerships, National Technical Institute for the Deaf, Rochester, NY, United States",,"Moray House School of Education, University of Edinburgh, Edinburgh, United Kingdom",,"Center for Education Research Partnerships, National Technical Institute for the Deaf, Rochester Institute of Technology, Rochester, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engel J.B.,"The development, status, and viability of the conservation easement as a private land conservation tool in the Western United States",2007,Urban Lawyer,39,1,,19,74,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547838609&partnerID=40&md5=4f6a82f70a1d2a23f127b0c2a8140a96,"AGH University of Science and Technology, Faculty of Management, Al. Mickiewicza 30, PL-30-059 Krakow, Poland",50.0668858,19.9136192,,"AGH University of Science and Technology, Institute of Automatics, Al. Mickiewicza 30, PL-30-059 Krakow, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Setton R., Motta M.",Syntacrobatics: Quality and reformulation in simultaneous-with-text,2007,Interpreting,9,2,,199,230,,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249156726&partnerID=40&md5=a5bee7422b8c8e386cdbca0d489bc6b1,Qiagen Instruments AG,47.2465786,8.7800616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cain B., Kurtz K.T., Niemi R.G.",Conclusion and implications,2007,Institutional Change in American Politics: The Case of Term Limits,,,,185,196,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876244602&partnerID=40&md5=2d4773b34b06db02e6db6a66f1694293,"Department of Computer Science, University of Aarhus, Denmark",56.172058,10.188327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napier J.,Comparing language contact phenomena between Auslan-English interpreters and deaf Australians: A preliminary study,2007,Multilingualism and Sign Languages: From The Great Plains to Australia,,,,39,77,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902398210&partnerID=40&md5=c25f7e182ba1b88a1799532df7bf2385,"School of Biosciences, University of Exeter, Hatherly Laboratories, Exeter, Devon EX4 4PS, United Kingdom",50.7340231,-3.5331017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Napier J., Rohan M.J.",An invitation to dance: Deaf consumers' perceptions of signed language interpreters and interpreting,2007,"Translation, Sociolinguistic, and Consumer Issues",,,,159,203,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898506482&partnerID=40&md5=01f335755b81b5310a46f563ecb8657f,"FRGDS de Bourgogne, 42, rue de Mulhouse, 21000 Dijon, France",47.3244243,5.0525861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beck W.,Manuscript literature of the fund to retirement funds: Contribution 173: New fragments of 'psalms comment' the Austrian bible interpreters from the national archives of Altenburg / ThÅ¸ringen [Handschriftenfunde zur literatur des mittelalters. 173. beitrag: Neue fragmente des 'psalmenkommentars' des â€¦sterreichischen bibelÅ¸bersetzers aus dem staatsarchiv Altenburg/ThÅ¸ringen],2007,Zeitschrift fur Deutsches Altertum und Deutsche Literatur,136,1,,68,71,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61149426439&partnerID=40&md5=13cf52aabc45957a0d2a13523c7a15a9,"IT University of Copenhagen, Rued Langgaardsvej 7, 2300 Copenhagen S, Denmark",55.659635,12.590958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambier Y.,Call for interpreters and translators volunteers [RÅ½seaux de traducteurs/interprÂtes bÅ½nÅ½voles],2007,Meta,52,4,,658,672,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249157406&partnerID=40&md5=e6a9b7da9b9563bacfd122416d6eb70c,MID,37.643428,-121.001998,,NTT Network Innovation Laboratories,,Chiba University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theis J.M.,Recent developments in the CERCLA contribution scheme and how they should be handled: U.S. v. Atlantic Research; Aviall Part II,2007,Penn State Environmental Law Review,16,1,,257,277,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749112202&partnerID=40&md5=4e761b1dd93d4b66a67147cc464dad11,"Department of Computer Science, University of Colorado, Colorado Springs, United States",38.8965056,-104.8045252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanders K.E., Deihl A., Kyler A.",DAP in the 'hood: Perceptions of child care practices by African American child care directors caring for children of color,2007,Early Childhood Research Quarterly,22,3,,394,406,,5,10.1016/j.ecresq.2007.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548012607&doi=10.1016%2fj.ecresq.2007.03.002&partnerID=40&md5=ba2bbb861a377bb3283ef858ae0a7841,"Oxford Uehiro Centre for Practical Ethics, Oxford University, United Kingdom",51.7499255,-1.2595103,,"Trinity College, Oxford, United Kingdom",,"Jesus College, Oxford, United Kingdom",,"Department of Philosophy, University of Helsinki, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mwenifumbo J.C., Sellers E.M., Tyndale R.F.",Nicotine metabolism and CYP2A6 activity in a population of black African descent: Impact of gender and light smoking,2007,Drug and Alcohol Dependence,89,1,,24,33,,46,10.1016/j.drugalcdep.2006.11.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247165002&doi=10.1016%2fj.drugalcdep.2006.11.012&partnerID=40&md5=ffb9e5c669e8bcbb7200a526279e5f7b,"University of Iowa, United States",41.6626963,-91.5548998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marzocchi C.,Translation - Transcript - Interpretation. Notes on the European Parliament verbatim report of proceedings,2007,Across Languages and Cultures,8,2,,249,254,,1,10.1556/Acr.8.2007.2.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38549162618&doi=10.1556%2fAcr.8.2007.2.6&partnerID=40&md5=c2d94c947ec811fe35d0cb26a321e233,"University of Maryland, School of Public Health, College Park, United States",38.9935174,-76.9431173,,"Baltimore Medical Systems, Inc., United States",,"Johns Hopkins Medical Institutions, United States",,"University of Maryland School of Medicine, United States",,"Rivera Qualitative Research and Language Services, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wald M., Bell J.-M., Boulain P., Doody K., Gerrard J.",Correcting automatic speech recognition captioning errors in real time,2007,International Journal of Speech Technology,10,1,,1,15,,4,10.1007/s10772-008-9014-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349113198&doi=10.1007%2fs10772-008-9014-4&partnerID=40&md5=a758badeea0d87e8ff053fe451ba9912,"Ryerson University, Canada",43.6576585,-79.3788017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirakawa S.,Hearn: Interpreter of the animistic world of the Japanese,2007,Lafcadio Hearn In International Perspectives,,,,55,61,,,10.1163/ej.9781905246267.i-284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882198724&doi=10.1163%2fej.9781905246267.i-284&partnerID=40&md5=844aa3838766c8309644b0c522072c32,"Departamento de Matemâ€¡ticas, Universidad de Sonora, Hermosillo, Sonora, CP 83000, Mexico",29.0810744,-110.9612275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirakawa S.,"What does his greek mother mean to hearn, the Japan interpreter?",2007,Lafcadio Hearn In International Perspectives,,,,16,29,,,10.1163/ej.9781905246267.i-284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882182332&doi=10.1163%2fej.9781905246267.i-284&partnerID=40&md5=c72a00b7c3876d000b66229043dcc1ba,"Microsoft Research, Redmond, WA, United States",47.6418392,-122.1407464,,"EECS Department, University of California, Berkeley, Berkeley, CA, United States",,"CS Lab. SRI International, Menlo Park, CA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delisle A., Durand M-J., Imbeau D., LariviÂre C.",The effects of two interventions on persistent pain: A multiple single-case study among sign language interpreters,2007,International Journal of Industrial Ergonomics,37,2,,111,123,,2,10.1016/j.ergon.2006.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846357056&doi=10.1016%2fj.ergon.2006.10.011&partnerID=40&md5=cc0d9f0120d153077d59f63ef8b813ae,"University of Vienna, Vienna, Austria",48.2131855,16.3600504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PÅ¡chhacker F.,Coping with Culture in Media Interpreting,2007,Perspectives: Studies in Translatology,15,2,,123,142,,16,10.1080/13670050802153798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849090224&doi=10.1080%2f13670050802153798&partnerID=40&md5=855d080e387f57a8492d3e878b320bd0,Universidad Nacional de San Juan,-31.5398537,-68.5772431,,"San Luis 2379 (oeste), 5400 San Juan, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett G., Kelemen R.D., Schulz H.","The European court of justice, national governments, and legal integration in the European Union",2007,International Law and International Relations,,,,486,512,,,10.1017/CBO9780511808760.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925686423&doi=10.1017%2fCBO9780511808760.022&partnerID=40&md5=bb078d9b1f1441fc493b15ce2ddf8b06,National Taiwan University,25.0173405,121.5397518,,"University of Texas, Austin, TX, United States",,"Department of Foreign Languages and Literatures, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei 10617, Taiwan",,"Educational Psychology Department, University of Texas, 1 University Station D5800, Austin, TX 78712-1294, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Berg C., Dyke S.V.",Communicating with Limited English Proficient Patients: Interpreter Services,2007,Immigrant Medicine,,,,57,67,,1,10.1016/B978-0-323-03454-8.50010-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884455151&doi=10.1016%2fB978-0-323-03454-8.50010-3&partnerID=40&md5=68d563611bb1caaae8f8f54cf10754d4,"Freie UniversitÅ t Berlin, Institut fÅ¸r Soziologie, GarystraÂ§e 55, 14195 Berlin, Germany",52.4495364,13.2759744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bischoff A., Steinauer R.",Nursing interpreters? Interpreting nurses? [Pflegende Dolmetschende? Dolmetschende Pflegende? Literaturanalyse.],2007,Pflege,20,6,,343,351,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549112706&partnerID=40&md5=75d4d4a78132f84c513e9697d8beaa06,Macquarie University,-33.7738237,151.1126498,,"Department of Linguistics, Macquarie University, North Ryde NSW 2109, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankovâ€¡ V.,The interpreter role of clinical geneticist in the process of genetic testing [Interpret - Jedna z rolâ€™ klinickÅ½ho genetika],2007,Casopis Lekaru Ceskych,146,11,,840,843,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36349004157&partnerID=40&md5=898f35054618f9beaa7f5a7ab5f988bf,Shanghai International Studies University,31.2761355,121.4828523,,University of Geneva,,"236 rue St. Martin, Paris 75003, France",,"Ecole de Traduction et d'InterprÅ½tation, Bd. du Pont-d'Arve 40, 1211 GenÂve 4, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gany F., Kapelusznik L., Prakash K., Gonzalez J., Orta L.Y., Tseng C.-H., Changrani J.",The impact of medical interpretation method on time and errors,2007,Journal of General Internal Medicine,22,SUPPL. 2,,319,323,,23,10.1007/s11606-007-0361-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448971108&doi=10.1007%2fs11606-007-0361-7&partnerID=40&md5=1031ad8b11c80a821f0bcf500d6382b1,"Institute of Governmental Studies, University of California, Berkeley, United States",37.8718992,-122.2585399,,"National Conference of State Legislatures, United States",,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moreno M.R., Otero-Sabogal R., Newman J.",Assessing dual-role staff-interpreter linguistic competency in an integrated healthcare system,2007,Journal of General Internal Medicine,22,SUPPL. 2,,331,335,,37,10.1007/s11606-007-0344-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448958165&doi=10.1007%2fs11606-007-0344-8&partnerID=40&md5=75bbf3caa4505106edfff2c33777cdfb,"Department of Linguistics, Macquarie University, Sydney, NSW, Australia",-33.7738237,151.1126498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacobs E.A., Sadowski L.S., Rathouz P.J.",The impact of an enhanced interpreter service intervention on hospital costs and patient satisfaction,2007,Journal of General Internal Medicine,22,SUPPL. 2,,306,311,,46,10.1007/s11606-007-0357-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448982009&doi=10.1007%2fs11606-007-0357-3&partnerID=40&md5=7bd00dd55756928918b9346d45093b7e,"University of Dublin, Trinity College, Dublin, Ireland",53.3437935,-6.2545716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schenker Y., Wang F., Selig S.J., Ng R., Fernandez A.",The impact of language barriers on documentation of informed consent at a hospital with on-site interpreter services,2007,Journal of General Internal Medicine,22,SUPPL. 2,,294,299,,57,10.1007/s11606-007-0359-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448955784&doi=10.1007%2fs11606-007-0359-1&partnerID=40&md5=5ee84e8bc12dd03741bed0149c24b23f,"Deaf Resource Center, Quezon City, Philippines",14.6307606,121.048721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lie D., Boker J., Bereknyei S., Ahearn S., Fesko C., Lenahan P.",Validating measures of third year medical students' use of interpreters by standardized patients and faculty observers,2007,Journal of General Internal Medicine,22,SUPPL. 2,,336,340,,12,10.1007/s11606-007-0349-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35448937704&doi=10.1007%2fs11606-007-0349-3&partnerID=40&md5=762d55851cb4d42e00717765d18f6a54,"Technische UniversitÅ t, Dresde",51.0292734,13.7289964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ross R.M., Corry D.B.",Software for interpreting cardiopulmonary exercise tests,2007,BMC Pulmonary Medicine,7,,15,,,,3,10.1186/1471-2466-7-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049022180&doi=10.1186%2f1471-2466-7-15&partnerID=40&md5=64d00c5fe36b5308ef46d6c4a2011e0b,"UniversitÅ½ de Turku, Turku, Finland",60.4562974,22.2851138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleptsova M.,If the provision of information runs into the language barrier - About the cooperation with interpreters [Wenn die vermittlung von informationen auf eine sprach-barriere trifft - Zur zusammenarbeit mit Å¸bersetzern],2007,Therapeutische Umschau,64,10,,575,579,,2,10.1024/0040-5930.64.10.575,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348932815&doi=10.1024%2f0040-5930.64.10.575&partnerID=40&md5=0d4b21382e768390c3d8cac079224f85,"London College of Communication, University of the Arts, Elephant and Castle, London SE1 6SB, United Kingdom",51.4944629,-0.1015204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kern S.E., Shibata D.",The fuzzy math of solid tumor stem cells: A perspective,2007,Cancer Research,67,19,,8985,8988,,76,10.1158/0008-5472.CAN-07-1971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148900228&doi=10.1158%2f0008-5472.CAN-07-1971&partnerID=40&md5=966c0aab992ae1b12f8d78743177eb8d,"The Dickinson School of Law, The Pennsylvania State University, State College, PA, United States",40.7982133,-77.8599084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Langlet P., Delwaide J.",How to interpret a hyperferritinemia? [Comment interprÅ½ter une Å½lÅ½vation de la ferritine sÅ½rique?],2007,Revue Medicale de Bruxelles,28,4,,265,269,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148860261&partnerID=40&md5=0eba83c16f4f640b2570135061c1978d,"Whittier College, United States",33.9787932,-118.0322842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murray J.B., Klinger L., McKinnon C.C.",The deaf: An exploration of their participation in community life,2007,"OTJR Occupation, Participation and Health",27,3,,113,120,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547140179&partnerID=40&md5=17e73511ddb894e9b5d0572c6de34d68,"Scuola Superiore di Lingue Moderne per Interpreti e Traduttori, Universita di Trieste, Via F. Filzi 14, 34127 Trieste, Italy",45.6547913,13.7745934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunt L.M., De Voogd K.B.",Are good intentions good enough?: Informed consent without trained interpreters,2007,Journal of General Internal Medicine,22,5,,598,605,,26,10.1007/s11606-007-0136-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250370901&doi=10.1007%2fs11606-007-0136-1&partnerID=40&md5=f67f42fbe58a952fe863e8dd337323d5,"School of Electronics and Computer Science, University of Southampton, Southampton SO171BJ, United Kingdom",50.9374924,-1.3979112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Provencher M.T., Mazzocca A., Romeo A.A.",Biologics in rotator cuff surgery: Management of rotator cuff tears with an extracellular matrix patch,2007,Techniques in Orthopaedics,22,1,,43,54,,5,10.1097/01.bto.0000261758.10190.4e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247262666&doi=10.1097%2f01.bto.0000261758.10190.4e&partnerID=40&md5=0afb6c1d4cb6208825216a0613fe9a5c,"University of Tokyo, Japan",35.7126775,139.761989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulet P.,"Breast imaging among young girls: What to ask, how to interpret? [Imagerie des seins chez la jeune fille: Que demander, comment interprÅ½ter?]",2007,Reproduction Humaine et Hormones,20,1/2/17,,39,42,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249996496&partnerID=40&md5=9b64ad6d5784589be3a45341894de52b,"University of Tokyo, Japan",35.7126775,139.761989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noble J., Schendel S., Daniel S., Baerlocher M.O.",Motivations and future trends: A survey of Canadian ophthalmology residents,2007,Canadian Journal of Ophthalmology,42,6,,821,825,,12,10.3129/I07-156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149058916&doi=10.3129%2fI07-156&partnerID=40&md5=b148220a6c9371e7a85b51a19df82e37,"University of Melbourne, Australia",-37.7963689,144.9611738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivanescu N.A., Borangiu Th., Brotac S., Dogar A.",Implementation of sequential function charts with microcontrollers,2007,"2007 Mediterranean Conference on Control and Automation, MED",,,4433852,,,,,10.1109/MED.2007.4433852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50249100341&doi=10.1109%2fMED.2007.4433852&partnerID=40&md5=370fd040b2ad6e0a7107cc952d5c2453,"University of Oklahoma, Norman, OK, United States",35.2058936,-97.4457137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giordano S.,Overview of the Advantages and Disadvantages of Professional and Child Interpreters for Limited English Proficiency Patients in General Health Care Situations,2007,Journal of Radiology Nursing,26,4,,126,131,,4,10.1016/j.jradnu.2007.09.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549005461&doi=10.1016%2fj.jradnu.2007.09.002&partnerID=40&md5=bfbca37f3880798bb51b1911a280239a,"Centre for Translation Studies, University of Vienna, Austria",48.2131855,16.3600504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colijn C., Mackey M.C.",Bifurcation and bistability in a model of hematopoietic regulation,2007,SIAM Journal on Applied Dynamical Systems,6,2,,378,394,,17,10.1137/050640072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39649091518&doi=10.1137%2f050640072&partnerID=40&md5=748cf2697a434232df49f28f021efdba,"Department of Psychology, University of Milano-Bicocca, Viale dellInnovazione 10, 20126 Milan, Italy",45.5112659,9.2112809,,"Institute of Bioimaging and Molecular Physiology, National Research Council, Via Fratelli Cervi 93, Segrate, 20090 Milan, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vran_ J., Bergel A.",The debuggable interpreter design pattern,2007,"ICSOFT 2007 - 2nd International Conference on Software and Data Technologies, Proceedings",PL,DPS/KE//-,,22,29,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649939027&partnerID=40&md5=e5edd9fb7f61d82d9904c05d41d97212,"University of Southern California, Los angeles, CA, United States",34.0223519,-118.285117,,"Lincoln College, University of Oxford, United Kingdom",,"University of Pennsylvania, Philadelphia, PA, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cooper J., McKeever S.",Experience report: A Haskell interpreter for cellML,2007,"Proceedings of the ACM SIGPLAN International Conference on Functional Programming, ICFP",,,,247,250,,2,10.1145/1291151.1291190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849150946&doi=10.1145%2f1291151.1291190&partnerID=40&md5=b50e42d709fbbcc1c804bdf40b7c28cc,"UCare Minnesota, Minneapolis, MN, United States",44.9945431,-93.2276358,,"Regions Hospital, St Paul, MN, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivanova A.A., Ivanov V.A., Ternovoy M.Y.",Realization of APL programming language interpreter as a client server application for solving telecommunication problems,2007,"2007 17th International Crimean Conference - Microwave and Telecommunication Technology, CRIMICO",,,4368749,362,363,,,10.1109/CRMICO.2007.4368749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50149106768&doi=10.1109%2fCRMICO.2007.4368749&partnerID=40&md5=313ba2efb073e6cd5296a688a9976941,"Institut fÅ¸r Pflegewissenschaft, UniversitÅ t Basel.",47.5601954,7.5810569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bebenita M., Gal A., Franz M.",Implementing fast JVM interpreters using Java itself,2007,ACM International Conference Proceeding Series,272,,,145,154,,,10.1145/1294325.1294345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149088282&doi=10.1145%2f1294325.1294345&partnerID=40&md5=16e2fbdf50f467b63c3e9b51581a02de,AIG Consultants.,34.0860417,-118.3519824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willnauer F.,"Mahler's Mozart (II), Gustav Mahler as Mozart interpreter, dramaturg, director, conductor [Mahlers Mozart (II): Gustav Mahler als Mozart-interpret - Dramaturg, regisseur, dirigent]",2007,Osterreichische Musikzeitschrift,62,2,,4,19,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61149652459&partnerID=40&md5=0ecf96b3b0977fa43f3cb099726deacd,"Department of Radiation Oncology, Odette Cancer Centre, Toronto, ON, Canada",43.7206484,-79.3780573,,"Odette Cancer Centre, 2075 Bayview Avenue, Toronto, ON M4N 3M5, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willnauer F.,"Mahler's Mozart (I), Gustav Mahler as Mozart interpreter, dramaturg, director, conductor [Mahlers Mozart (I): Gustav Mahler als Mozart-interpret - dramaturg, regisseur, dirigent]",2007,Osterreichische Musikzeitschrift,62,1,,5,17,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61149371541&partnerID=40&md5=2783e6455400826316c54d6e5d4593c8,"New York University School of Medicine, New York, NY, United States",40.7418853,-73.9739513,,"Harvard Medical School, Boston, United States",,"Cambridge Health Alliance, Windsor Street Health Center, Cambridge, United States",,"Mount Sinai School of Medicine, New York, NY, United States",,"Center for Immigrant Health, New York University School of Medicine, New York, NY, United States",,"Center for Immigrant Health, New York University School of Medicine, OBV-D-402, 550 First Avenue, New York, NY 10016, United States",,,,,,,,,,,,,,,,,,,,,,,,,
Lang C.,How to interpret changes of zoobenthos (oligochaetes and chironomids) in Lake Neuchâ€°tel between 1984 and 2002? [Comment interprÅ½ter les modifications du zoobenthos (oligochÂtes et chironomides) dans le lac de Neuchâ€°tel entre 1984 et 2002?],2007,Bulletin de la Societe Vaudoise des Sciences Naturelles,90,3,,133,149,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449111655&partnerID=40&md5=95cec03242addf4f478dc59df92abca5,"Sutter Health Institute for Research and Education, San Francisco, CA, United States",37.77879,-122.39554,,"Institute for Health and Aging, University of California-San Francisco, San Francisco, CA, United States",,"Sutter Health Institute for Research and Education, 345 California Street, San Francisco, CA 94104, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nies F.,"""Cessera le combat faute de combattants"": Literature and its interpreter - Franco-Germanic [Cessera le combat faute de combattants? Literatur und ihre deuter - Frankogermanisch]",2007,Romantische Zeitschrift fur Literaturgeschichte - Cahiers de Histoire des Litteratures Romanes,31,1/2/17,,1,15,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449515577&partnerID=40&md5=3be0eeafe9174829f5da9116b2269068,"Collaborative Research Unit, John H. Stroger Jr. Hospital of Cook County, Chicago, IL, United States",41.8724723,-87.674286,,"Division of General Internal Medicine, Rush University Medical Center, Chicago, IL, United States",,"Department of Health Studies, University of Chicago, Chicago, IL, United States",,"Collaborative Research Unit, John H. Stroger Jr. Hospital of Cook County, 1900 West Polk Street, Chicago, IL 60612-9985, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
