"Office of Special Education and Rehabilitative Services, Department of Educaion",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,156,,53271,53280,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629893&partnerID=40&md5=211a98b3368d50cd5733ed8801f0527c,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Office of Special Education and Rehabilitative Services, Department of Education",Final Priority--Training of Interpreters for Individuals Who Are Deaf or Hard of Hearing and Individuals Who Are Deaf-Blind Program. Final priority,2016,Federal register,81,142,,48335,48346,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333081&partnerID=40&md5=dda5bdda794e0976ef36a1cba6ef036b,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
[No author name available],Does your ED supply interpreter services?,2003,ED management : the monthly update on emergency department management,15,6,,67,69,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038498321&partnerID=40&md5=69168ac2a0313612be82c0147d462ed6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Herron D.,Characteristics of an interpreter,2003,"Leading Edge (Tulsa, OK)",22,1,,49,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037233496&partnerID=40&md5=ecb3c3d2f4414281ddcae27e2c020f67,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Hamers J.F., Lemieux S., Lambert S.",Does early bilingual acquisition affect hemispheric preferences during simultaneous interpretation?,2002,Meta,47,4,,586,595,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248742465&partnerID=40&md5=ae72f78426e13b059b4bfadfc572ed6d,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Bretagnolle A., Paulus F., Pumain D.",Time and space scales for measuring urban growth,2002,CyberGeo,2002,,,,,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649129393&partnerID=40&md5=6cc0279f46f8899b757b766c03410d52,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Tilman R.,Revising the revisionists: Veblen and his interpreters revisited,2002,"International Journal of Politics, Culture and Society",15,4,,639,646,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247440761&partnerID=40&md5=cb48eff92c189765d8e5a29b62bff487,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Vaughan A.T.,"Sir Walter Ralegh's Indian interpreters, 1584-1618",2002,William and Mary Quarterly,59,2,,341,375,,15,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141511219&partnerID=40&md5=d7810163c50c8a5e4d4cbaab9d5cdbb4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Viens C., Bastin G.L., Duhamel S., Moreau R.",Accreditation of legal interpreters in Montreal courthouse [L'accrŽditation des interprtes judiciaires au Palais de justice de MontrŽal],2002,Meta,47,2,,289,293,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248730023&partnerID=40&md5=0455889d11fdbb21bb8e6f927a36422f,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Sistakou E.,Callimachus as Homeric interpreter: The example of geographical names [Kallimachos als HomererldŠrer: Das Beispiel der geographischen Namen],2002,Wiener Studien,2002,115,,145,173,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874292147&partnerID=40&md5=4d055b7ba111427c7a9b98968505f928,"PRESTO, JST, Institute for SPT, Waseda University, School of Science and Engineering, Tokyo 169-8555, Japan",0,ZERO_RESULTS,,"DIKU, Department of Computer Science, University of Copenhagen, Copenhagen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Gregg A.L., Wozar J.A., Wessel C.B., Epstein B.A.",Designing a curriculum on Internet health resources for deaf high school students,2002,Journal of the Medical Library Association,90,4,,431,436,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036820443&partnerID=40&md5=168ec5a93a38364e33622d2492cab438,"Lab. of Plasma Phys./Plasma Sources, Faculty of Science, Masaryk University, Kotl‡?sk‡ 2, Brno 611 37, Czech Republic",0,ZERO_RESULTS,,"Jt.Lab.Mod.Metrol.Fac.Sci.Masaryk, CzechMetrol.Inst./Fac.Mech.Eng., Brno, Czech Republic",,"Department of Physical Electronics, Faculty of Science, Masaryk University, Kotl‡?sk‡ 2, Brno 611 37, Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Potosky A.L., Warren J.L., Riedel E.R., Klabunde C.N., Earle C.C., Begg C.B.",Measuring complications of cancer treatment using the SEER-Medicare data.,2002,Medical Care,40,8 Suppl,,IV,62-68,,70,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17144465669&partnerID=40&md5=d353767d4b0dc31d404299e5e094e9a7,"Department of Microbiology, University of Bergen, Jahnebakken 5, 5020 Bergen, Norway",0,ZERO_RESULTS,,"Institute of Marine Research, Department of Coastal Zone, Fl¿devigen Mar. Res. Station, 4817 His, Norway",,"LOV-UMR7093, Station Zoologique, BP 28, 06234 Villefranche-sur-Mer, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Chinn P.W.U.,"Asian and pacific islander women scientists and engineers: A narrative exploration of model minority, gender, and racial stereotypes",2002,Journal of Research in Science Teaching,39,4,,302,323,,20,10.1002/tea.10026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036537556&doi=10.1002%2ftea.10026&partnerID=40&md5=4ba2ca1e5f248442aecb86070eb3c1dd,"Dept. of Microbiology and Immunology, Marion Bessin Liver Research Center, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States",0,ZERO_RESULTS,,"Department of Pediatrics, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States",,"Dept. of Epidemiol./Pop. Health, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States",,"Ullmann Bldg., Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Langridge R.,Changing legal regimes and the allocation of water between two California rivers,2002,Natural Resources Journal,42,2,,283,330,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036522950&partnerID=40&md5=d9ac031eb0b43325d8df74f71baeca26,"Inst. for Software Prod. Technology, School of Science and Engineering, Waseda University, Tokyo 169-8555, Japan",0,ZERO_RESULTS,,"Waseda University, School of Science and Engineering, Tokyo 169-8555, Japan",,"DIKU, Department of Computer Science, University of Copenhagen, Copenhagen, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
Hale S.,How faithfully do court interpreters render the style of non-English speaking witnesses' testimonies? A data-based study of SpanishÑEnglish bilingual proceedings,2002,Discourse Studies,4,1,,25,47,,25,10.1177/14614456020040010201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993812353&doi=10.1177%2f14614456020040010201&partnerID=40&md5=efb3f781e1ccdfd2036b58523ef4ed8c,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Al-Qinai J.,Convergence and divergence in translating vs interpreting competence,2002,Babel,48,4,,305,329,,,10.1075/babel.48.4.02alq,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989388389&doi=10.1075%2fbabel.48.4.02alq&partnerID=40&md5=5e71100cc2e3959e5f742419510f6959,"Calvert Laboratories, Inc., Scott Technology Paris, 100 Discovery Drive, Olyphant, PA 18447, United States",0,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"Robinson M.D., Grigull J., Mohammad N., Hughes T.R.",FunSpec: A web-based cluster interpreter for yeast,2002,BMC Bioinformatics,3,,35,,,5,263,10.1186/1471-2105-3-35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013203966&doi=10.1186%2f1471-2105-3-35&partnerID=40&md5=696c7267465e4459a74682ecffa67499,"Lab. of Plasma Phys./Plasma Sources, Faculty of Science, Masaryk University, Kotl‡?sk‡ 2, 611 37 Brno, Czech Republic",0,ZERO_RESULTS,,"Department of Physical Electronics, Faculty of Science, Masaryk University, Kotl‡?sk‡ 2, 611 37 Brno, Czech Republic",,"Czech Metrology Institute, Okru_n’ 31, 638 00 Brno, Czech Republic",,"Institute of Semiconductor Physics, Johannes Kepler University, Altenbergerstrasse 69, A-4040 Linz, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS,0,0
"L—pez Maestro M., Pall‡s Alonso C.R., De la Cruz BŽrtolo J., PŽrez Agromayor I., G—mez Castillo E., De Alba Romero C.",Loss to follow-up and cerebral palsy [Abandonos en el seguimiento de reciŽn nacidos de muy bajo peso y frecuencia de par‡lisis cerebral],2002,Anales Espanoles de Pediatria,57,4,,354,360,,18,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345726357&partnerID=40&md5=1784faae79be008437a20a28f033b35d,Zarubezhneft GP RVO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Obuchowski N.A., Lieber M.L.",Confidence bounds when the estimated ROC area is 1.0,2002,Academic Radiology,9,5,,526,530,,10,10.1016/S1076-6332(03)80329-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036239327&doi=10.1016%2fS1076-6332%2803%2980329-X&partnerID=40&md5=bb72ba7c47a6ed3a3bc815d4540db0f7,"Set-Lab., Software Engineering and Telemedia Laboratory, Department of Innovation Engineering, University of Lecce, Italy",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ludvigsson J.F.,Insufficient health information on Internet. Physicians are still necessary as intermediaries and interpreters of the information [BristfŠllig hŠlsoinformation pŒ nŠtet. LŠkaren behšvs fortfarande fšr att fšrmedla och tolka informationen.],2002,Lakartidningen,99,4,,306,307,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037165385&partnerID=40&md5=587730df926c06bfadc6de86c62836db,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Kato N., Naito I., Murakami H., Minagawa H., Ishihara Y.",Visual communication with dual video transmissions for remote sign language interpretation services,2002,"Proceedings of the IEEE International Conference on Systems, Man and Cybernetics",3,,,373,378,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038684477&partnerID=40&md5=a0f2eb77e523a526141f80f9a1720a88,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Arnokouros G.I.,Unfair contract terms under Greek law: Case law developments,2002,Journal of Consumer Policy,25,2,,257,268,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52649145778&partnerID=40&md5=6cfd61d79ad3b1ec53fe611cc968de71,"UMR GŽographie-citŽs, CNRS, UniversitŽ Paris 1, 13 rue du Four, 75006 Paris, France",0,,,"UniversitŽ Paris I PanthŽon-Sorbonne, UMR GŽographie-citŽs, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Ogata K., Komatsu H., Nakatani T.",Bytecode fetch optimization for a Java interpreter,2002,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,,,,58,67,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036957242&partnerID=40&md5=b14ed04599156adfb7b6da29764445a6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Tweed T.,On moving across: Translocative religion and the interpreter's position,2002,Journal of the American Academy of Religion,70,2,,253,277,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61949210285&partnerID=40&md5=2e0fbc576735cae3d92ff8ed570fcf2c,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Gindilis L.M., Frolov V.V.",The philosophy of living ethics and its interpreters: The Roerich movement in Russia,2002,Russian Studies in Philosophy,41,1,,65,90,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650175318&partnerID=40&md5=030b99410e3e7a3b93f72b2b4c4bb2e0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Caruntu I.-D.,Highly effective techniques in computerized dental tissue morphometry,2002,Journal of Cellular and Molecular Medicine,6,4,,631,642,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037686234&partnerID=40&md5=39ff7bb36986e199d2e91c1c5afb9343,"Division of Cancer Control and Population Sciences, National Cancer Institute, Bethesda, Maryland 20892-7344, USA.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Yildiz B., Suba?i M.",An interpreter for the Boolean derivative,2002,Applied Mathematics and Computation,129,1,,43,54,,3,10.1016/S0096-3003(01)00023-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037097107&doi=10.1016%2fS0096-3003%2801%2900023-6&partnerID=40&md5=d9cd1276c1da80c1ce1b543223c0a116,"Dept. Teach. Educ. Curriculum Studs., University of Hawaii-Manoa, Wist Annex 226E, 1776 University Avenue, Honolulu, HI 96822, United States",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Kloiber K., SchŸler W., Konrat R.",Automated NMR determination of protein backbone dihedral angles from cross-correlated spin relaxation,2002,Journal of Biomolecular NMR,22,4,,349,363,,23,10.1023/A:1014936319712,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036234486&doi=10.1023%2fA%3a1014936319712&partnerID=40&md5=b833b011c9ac96e2a52100a81dab3a5f,"Univ. of California Berkeley, Dept./Envrn. Sci. Policy/Mgmt., Div./Resource Inst. Policy/Mgmt., 135 Giannini Hall, Berkeley, CA 94720, United States",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Anton Ertl M., Gregg D., Krall A., Paysan B.",Vmgen - a generator of efficient virtual machine interpreters,2002,Software - Practice and Experience,32,3,,265,294,,30,10.1002/spe.434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036497282&doi=10.1002%2fspe.434&partnerID=40&md5=84173e5601182a11dc22fc90b52de002,"School of Languages and Linguistics, University of Western Sydney, Building 1, Bankstown Campus, Locked Bag 1797, Penrith South DC, NSW 1797, Australia",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"McDonald J., Alkoby K., Carter R., Christopher J., Jo Davidson M., Ethridge D., Furst J., Hinkle D., Lancaster G., Smallwood L., Ougouag-Tiouririne N., Toro J., Xu S., Wolfe R.",A direct method for positioning the arms of a human model,2002,Proceedings - Graphics Interface,,,,99,106,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036450404&partnerID=40&md5=d2aa7dae00f19b9a4f5c8d2998a7e066,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Zainzinger H.J.,Testing embedded systems by using a C++ script interpreter,2002,Proceedings of the Asian Test Symposium,1/1/02,,1181741,380,385,,3,10.1109/ATS.2002.1181741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955945050&doi=10.1109%2fATS.2002.1181741&partnerID=40&md5=4184a1d4071ec41899e26eeb3fcf390e,"English Department Kuwait University, P.O. Box 2324, Hawalli, 32024, Kuwait",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Heaney C., Moreham S.",Use of interpreter services in a metropolitan healthcare system.,2002,Australian health review : a publication of the Australian Hospital Association,25,3,,38,45,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036052148&partnerID=40&md5=a32a335b0a0ad6adfc9276c838b71c4e,"Division of Nuclear Medicine, Geneva University Hospital, 1211 Geneva 14, Switzerland",0,,,"GE Medical Systems-Lunar, Madison, WI, United States",,"Synarc Inc., Copenhagen, Denmark",,"Servier, Courbevoie, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Miller K.R.,Access to sign language interpreters in the criminal justice system,2001,American Annals of the Deaf,146,4,,328,330,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035488380&partnerID=40&md5=f8bd920f41f29716e9fa6811dd83cee9,"Departments of Biostatistics and Epidemiology, The Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland OH, 44195, United States",0,,,"Department of Radiology, The Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland OH, 44195, United States",,"Departments of Biostatistics and Epidemiology and Radiology, The Cleveland Clinic Foundation, 9500 Euclid Avenue, Cleveland OH, 44195, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Antia S.D., Kreimeyer K.H.",The role of interpreters in inclusive classrooms,2001,American Annals of the Deaf,146,4,,355,365,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035490320&partnerID=40&md5=cf64cf5f2d27b709ac82326f149023d1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Lindquist S.A., Yalof D.A.",Congressional responses to federal circuit court decisions,2001,Judicature,85,2,,61,,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347608153&partnerID=40&md5=ddd5c722ffee6297efdcd1657943be1c,"Dept. Geol./Soil Sci.-Ghent Univ., Krijgslaan 281 (S8), Gent B-9000, Belgium",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Boltanski L., Chiapello E.",Comment interprŽter les changements du capitalisme rŽponses ˆ quelques critiques,2001,Sociologie du Travail,43,3,,409,421,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035402397&partnerID=40&md5=b93009fbcdf85293e361ad7e8f445fed,"Tsukuba College of Technology, Department of Electronics Science, Amakubo 4-3, Tsukuba, Ibaraki 305-0005, Japan",0,,,"Tsukuba College of Technology, Research Center on Educational Media, Amakubo 4-3, Tsukuba, Ibaraki 305-0005, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Bridge G.,Estate agents as interpreters of economic and cultural capital: The gentrification in the Sydney housing market,2001,International Journal of Urban and Regional Research,25,1,,87,101,,66,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035069203&partnerID=40&md5=77d9c095e77dc65ff79a9bc3717dfd86,"Dept. of Geology and Soil Science, Ghent University, Krijgslaan 281 (S8), Ghent B-9000, Belgium",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Lau K.C.J., Stewart S.M., Fielding R.","Preliminary evaluation of ""interpreter"" role plays in teaching communication skills to medical undergraduates",2001,Medical Education,35,3,,217,221,,12,10.1046/j.1365-2923.2001.00731.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035100097&doi=10.1046%2fj.1365-2923.2001.00731.x&partnerID=40&md5=339599c0498826b417055761c5d25d2f,"Molengraaff Institute of Private Law, University of Utrecht, Nobelstraat 2a, 3512 EN Utrecht, Netherlands",0,,,"Athens Bar, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Sheridan G.,Dennis Norman Jeans: Historical geographer and landscape interpreter extraordinaire,2001,Australian Geographical Studies,39,1,,96,106,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035027863&partnerID=40&md5=8d2b9eed100e8c30dfafdb95a04fd424,"IBM Tokyo Research Laboratory, 1623-14 Shimotsuruma, Yamato-shi, Kanagawa 242-8502, Japan",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Rutherford Turnbull H., Wilcox B.L., Stowe M.J., Umbarger G.T., III",Matrix of Federal Statutes and Federal and State Court Decisions Reflecting the Core Concepts of Disability Policy,2001,Journal of Disability Policy Studies,12,3,,144,176,,1,10.1177/104420730101200303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992886516&doi=10.1177%2f104420730101200303&partnerID=40&md5=47df8cd023b697b0c5151a68262841ef,"OGI School of Sci. and Engineering, Oregon Health and Science University, Portland, OR, United States",0,,,"Computer Science Department, Rice University, Houston, TX, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Moore E.W.,Emerging legal constraints on affirmative action in police agencies and how to adapt to them,2001,Journal of Criminal Justice,29,1,,11,19,,5,10.1016/S0047-2352(00)00072-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042920725&doi=10.1016%2fS0047-2352%2800%2900072-6&partnerID=40&md5=eab3f39652b22f676c92d435b2801526,"IBM Tokyo Research Laboratory, 1623-14 Shimotsuruma, Yamato-shi, Kanagawa 242-8502, Japan",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Hoon C.L.,The reasonable girl: A new reasonableness standard to determine sexual harassment in schools,2001,Wisconsin Law Review,76,1,,213,,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347670302&partnerID=40&md5=8a388e0186528a41ad13121ffb47bdf2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Shafer K.E., Surface T.R.",Java server side interpreter and OCLC sitesearch,2001,Journal of Library Administration,34,3/4/17,,257,263,,,10.1300/J111v34n03_05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011457669&doi=10.1300%2fJ111v34n03_05&partnerID=40&md5=bdbdce0e2dd1caf00a884cd3b09c4a18,"Department of Nursing Science, Univ. College of Health Sciences, Jšnkšping, Sweden",0,,,"Division of Nursing Science, Department of Medicine, University Hospital, Linkšping, Sweden",,"Univ. College of Health Sciences, Box 1038, SE-551 11 Jšnkšping, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
S‡nchez K.V.,Functional-communicative grammar (Spanish- German) for translators and/or interpreters: A project,2001,Babel,47,2,,109,120,,,10.1075/babel.47.2.03san,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989395461&doi=10.1075%2fbabel.47.2.03san&partnerID=40&md5=118986d3af54528fb2266b8feec9c712,"Masters Course in Info. Engineering, Grad. Sch. of Sci. and Engineering, University of the Ryukyus, Japan",0,,,"Faculty of Engineering, University of the Ryukyus, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Badano L.P., Dall' Armellina E., Bordin P., Di Chiara A., Popiel M., Werren M., Fioretti P.M.","Feasibility and clinical value of ""intelligent"" compression and digital storage of transthoracic echocardiograms in day-to-day practice",2001,Italian Heart Journal,2,10,,782,788,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035203640&partnerID=40&md5=5a39c9b37db04b5ec6dae20f1d36ae8e,Russian Academy of Space Travel,0,,,State Astronomical Institute,,"Philosophy Department, Humanities Faculty, Moscow State Forestry University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Jacobs E.A., Lauderdale D.S., Meltzer D., Shorey J.M., Levinson W., Thisted R.A.",Impact of interpreter services on delivery of health care to limited-English-proficient patients,2001,Journal of General Internal Medicine,16,7,,468,474,,164,10.1046/j.1525-1497.2001.016007468.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035724141&doi=10.1046%2fj.1525-1497.2001.016007468.x&partnerID=40&md5=542f938ba742c977e66eb8d6581ca448,"Department of Histology, Faculty of Stomatological Medicine, Gr.T. Popa University of Medicine and Pharmacy, Iassy, Romania",0,,,"Department of Histology, Faculty of Stomatological Medicine, University of Medicine and Pharmacy Gr.T. Popa Iassy, 14 Universitatii St., 6600 Iassy, Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Eng C., Brody L.C., Wagner T.M.U., Devilee P., Vijg J., Szabo C., Tavtigian S.V., Nathanson K.L., Ostrander E., Frank T.S., Borg A., Brody L.C., Couch F., Devilee P., Easton D.F., Eng C., Frank T.S., Goldgar D.F., Nathanson K.A., Neuhausen S., Ostrander E., Szabo C., Tavtigian S.V., Wagner T.M.U., Borresen-Dale A.-L., Casey G., Friend S., Futreal A., Gayther S.A., Murphy P., Owens K.A., Rabin M., Schubert E., Shattuck D.F., Weber B.L., Wiseman R.",Interpreting epidemiological research: Blinded comparison of methods used to estimate the prevalence of inherited mutations in BRCA1,2001,Journal of Medical Genetics,38,12,,824,833,,126,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244377693&partnerID=40&md5=4207adbc27b5226466d5f84896093029,"AtatŸrk †niversitesi, Fen-Edebiyat FakŸltesi, Matematik BšlŸmŸ, 25240 Erzurum, Turkey",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Lambrianidis T., Lyroudia K., Pandelidou O., Nicolaou A.",Evaluation of periapical radiographs in the recognition of C-shaped mandibular second molars,2001,International Endodontic Journal,34,6,,458,462,,20,10.1046/j.1365-2591.2001.00417.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035464997&doi=10.1046%2fj.1365-2591.2001.00417.x&partnerID=40&md5=5bbab1114a7753ac33dbafa95793b233,"Protein Engineering Network Centers of Excellence, Department of Medical Genetics and Microbiology, Biochemistry and Chemistry, University of Toronto, Toronto, Ont. M5S 1A8, Canada",0,,,"ProCeryon Biosciences GmbH, Jakob Haringer Strasse 3, Salzburg A-5020, Austria",,"Institute of Theoretical Chemistry and Molecular Structural Biology, University of Vienna, Rennweg 95b, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Wimmer B., Ipsiroglu O.S.","Communication barrries in health care of migrants and their children. Exemplary cases, analysis and suggestions for improvement [Kommunikationsbarrieren in der betreuung von migrantinnen und deren kindern analyse und lšsungsvorschlŠge anhand von fallbeispielen]",2001,Wiener Klinische Wochenschrift,113,15-16,,616,621,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040750618&partnerID=40&md5=cd7a09b47a023135e834bc5b433e7053,"Institut fŸr Computersprachen, Technische UniversitŠt Wien, Argentinierstraandszlig",0,,,"e 8, A-1040 Wien, Austria",,"Department of Computer Science, Trinity College, Dublin 2, Ireland",,"Stockmannstr. 14, D-81477 MŸnchen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Fathi R., Cain P., Nakatani S., Yu H.C.M., Marwick T.H.",Effect of tissue Doppler on the accuracy of novice and expert interpreters of dobutamine echocardiography,2001,American Journal of Cardiology,88,4,,400,405,,52,10.1016/S0002-9149(01)01687-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035880655&doi=10.1016%2fS0002-9149%2801%2901687-3&partnerID=40&md5=81a83e33a2e75d5343456a0a57144ab8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Sweeting H.,"Our family, whose perspective? An investigation of children's family life and health",2001,Journal of Adolescence,24,2,,229,250,,26,10.1006/jado.2001.0376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034926134&doi=10.1006%2fjado.2001.0376&partnerID=40&md5=b4d4d5c5b7f80468d15baba43edfa62d,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
